Time_s,Coherence
0.0,0.5033680204521309
0.3003003003003003,0.5496941305555851
0.6006006006006006,0.5141103436064454
0.9009009009009009,0.5024517629073136
1.2012012012012012,0.4911006704700702
1.5015015015015014,0.5026894825320896
1.8018018018018018,0.5587631070115975
2.1021021021021022,0.5487466559887457
2.4024024024024024,0.519613681750403
2.7027027027027026,0.5202948234447664
3.003003003003003,0.5179611249543832
3.3033033033033035,0.5182643819102599
3.6036036036036037,0.4968458397288581
3.903903903903904,0.5164451305289721
4.2042042042042045,0.529066391423187
4.504504504504505,0.5039203062092394
4.804804804804805,0.5061176812174653
5.105105105105105,0.5048780144422078
5.405405405405405,0.5021143958694729
5.7057057057057055,0.5052316711366429
6.006006006006006,0.5371383783046471
6.306306306306307,0.5061770585141838
6.606606606606607,0.5011344289975891
6.906906906906907,0.5149825661043335
7.207207207207207,0.5175357253276671
7.5075075075075075,0.5306582661233867
7.807807807807808,0.5042189525950833
8.108108108108109,0.521034622325577
8.408408408408409,0.5132865693192383
8.70870870870871,0.5185208886295679
9.00900900900901,0.5155225944580211
9.30930930930931,0.5360507500698497
9.60960960960961,0.5285364484512227
9.90990990990991,0.49056505704355735
10.21021021021021,0.5387787747387853
10.51051051051051,0.5186964363679158
10.81081081081081,0.5261727415631912
11.11111111111111,0.4896743610054636
11.411411411411411,0.49298381814727676
11.711711711711711,0.49286982044116734
12.012012012012011,0.5132826761542797
12.312312312312313,0.5454771021079295
12.612612612612613,0.5148538270187779
12.912912912912914,0.512200205015513
13.213213213213214,0.5041539133363461
13.513513513513514,0.4933116338115813
13.813813813813814,0.5255414095902747
14.114114114114114,0.5238667979734287
14.414414414414415,0.5351122471582892
14.714714714714715,0.5112159427093297
15.015015015015015,0.5230797170005487
15.315315315315315,0.5198649584826859
15.615615615615615,0.5089746491719724
15.915915915915916,0.501795205377382
16.216216216216218,0.5001754774049636
16.516516516516518,0.5094929334178384
16.816816816816818,0.5092572188275003
17.117117117117118,0.5457395776000167
17.41741741741742,0.5053140214645359
17.71771771771772,0.5258682067762929
18.01801801801802,0.4821118065055866
18.31831831831832,0.5213908774900999
18.61861861861862,0.5223033521805085
18.91891891891892,0.5253785075352286
19.21921921921922,0.4955578237773275
19.51951951951952,0.5321174932523489
19.81981981981982,0.5267734326735356
20.12012012012012,0.5250245018963471
20.42042042042042,0.5075491250681348
20.72072072072072,0.5293997807246631
21.02102102102102,0.5175764957035438
21.32132132132132,0.5246899284652491
21.62162162162162,0.5001736707078661
21.92192192192192,0.5248230705212436
22.22222222222222,0.5302443321313376
22.52252252252252,0.5214459851229247
22.822822822822822,0.5118884243101194
23.123123123123122,0.49856779583594346
23.423423423423422,0.49384442205209933
23.723723723723722,0.5032526650673688
24.024024024024023,0.5446150835606548
24.324324324324326,0.5059682862960668
24.624624624624627,0.5294097663298558
24.924924924924927,0.509750395182005
25.225225225225227,0.5390459820704824
25.525525525525527,0.4903916133896693
25.825825825825827,0.5147607352666754
26.126126126126128,0.505904951223127
26.426426426426428,0.5316424274042773
26.726726726726728,0.5184748252721083
27.027027027027028,0.5332407791093373
27.32732732732733,0.5175864205283073
27.62762762762763,0.5219674344296934
27.92792792792793,0.5112586301418072
28.22822822822823,0.49983373199202163
28.52852852852853,0.5041105029654418
28.82882882882883,0.5484764863099261
29.12912912912913,0.5027101890326793
29.42942942942943,0.46823153683362506
29.72972972972973,0.478538609449483
30.03003003003003,0.5199838736547011
30.33033033033033,0.5204030591300177
30.63063063063063,0.5333472671372788
30.93093093093093,0.5371707422276102
31.23123123123123,0.5387599465233297
31.53153153153153,0.4961244463389711
31.83183183183183,0.5073509061049795
32.132132132132135,0.5275299465886855
32.432432432432435,0.5138107985611837
32.732732732732735,0.5161061265081179
33.033033033033036,0.4952373317370873
33.333333333333336,0.5362937379332584
33.633633633633636,0.4857322898476124
33.933933933933936,0.5071242145563086
34.234234234234236,0.5080270741494579
34.53453453453454,0.5152497704167616
34.83483483483484,0.5084636453288056
35.13513513513514,0.5294964644999582
35.43543543543544,0.49836156950774213
35.73573573573574,0.5250674961534771
36.03603603603604,0.5373263164543913
36.33633633633634,0.5203946326902984
36.63663663663664,0.5175405257952277
36.93693693693694,0.49951036248309977
37.23723723723724,0.5217101133805235
37.53753753753754,0.5158600732201876
37.83783783783784,0.4874639654327615
38.13813813813814,0.5344426392038952
38.43843843843844,0.507741193586525
38.73873873873874,0.5337365460806552
39.03903903903904,0.5160007871830403
39.33933933933934,0.5256024407529265
39.63963963963964,0.52296599057413
39.93993993993994,0.5264549190774962
40.24024024024024,0.5285258780494558
40.54054054054054,0.5199768324229689
40.84084084084084,0.5175396466044297
41.14114114114114,0.5557319355090112
41.44144144144144,0.5201141413645063
41.74174174174174,0.5189705241610629
42.04204204204204,0.5167344595535366
42.34234234234234,0.5342276702139294
42.64264264264264,0.5290481474742816
42.94294294294294,0.4898554907406284
43.24324324324324,0.5132958188505359
43.54354354354354,0.5255766483994518
43.84384384384384,0.5291024351081488
44.14414414414414,0.5149354319348001
44.44444444444444,0.5334172414615499
44.74474474474474,0.49792876483429827
45.04504504504504,0.5152507340615571
45.34534534534534,0.5042066469807183
45.645645645645644,0.5067462625594084
45.945945945945944,0.5283437029558115
46.246246246246244,0.5090663289894977
46.546546546546544,0.5150426541472477
46.846846846846844,0.5085773301157925
47.147147147147145,0.5051964179434715
47.447447447447445,0.5073953420289916
47.747747747747745,0.5142441642930637
48.048048048048045,0.5245494659376462
48.34834834834835,0.4977353012369573
48.64864864864865,0.5367871932664363
48.94894894894895,0.5254006190359203
